Filename,Rating
kineviz-3D-human-pose-tracking_3d-ai-powered-pose-tracking_comparison.json,7
gregoryjohnsonjg6_angular-dotnet-core-docker_comparison.json,8
jkahn117_aws-news_comparison.json,7
SecHack365-Fans_PyJailBreak_comparison.json,6
MyEMS_myems_comparison.json,8
IBM_kubernetes-storage_comparison.json,7
marklogic_cloud-enablement-aws_comparison.json,7
pau-minoves_jseats_comparison.json,8
gdsc-ys_mlops_comparison.json,6
Spiderpig86_SmoresUnderflow_comparison.json,6
bluekiri_mlab_comparison.json,7
IBMDeveloperMEA_YPDL-Recurrent-Neural-Networks-using-TensorFlow-Keras_comparison.json,6
jzyong_GameServer4g_comparison.json,6
LouisvilleMetro_WazeCCPProcessor_comparison.json,7
xinsongyan_talos_pal_locomotion_slmc_comparison.json,8
zalando-incubator_fabric-gateway_comparison.json,7
Azure_AzureStack-QuickStart-Templates_comparison.json,7
McOrts_taller-iot-sensor_radiactividad_comparison.json,8
2WAY_Design_comparison.json,7
brightzheng100_instana-handson-labs_comparison.json,2
serverdevcamp_camp4_quadcore_comparison.json,5
odh-labs_predictive-maint_comparison.json,7
chrispiro_deploy_plotly_app_on_gcp_comparison.json,8
marmarek_qubes-app-u2f_comparison.json,8
Simon-0711_ta_lyrics_sentiment_classification_comparison.json,7
vinijmoura_Azure-DevOps_comparison.json,4
elloza_Android-Developer-Certification_comparison.json,7
zeropaper_visual-fiha_comparison.json,8
chirgjin_track-my-events_comparison.json,8
IBM_torc_py_comparison.json,7
btcpayserver_btcpayserver-doc_comparison.json,6
Sanperolo_The-Intelligent-Bike_comparison.json,7
apigee_consumer-data-standards-au_comparison.json,7
DehengYang_APRConfig_comparison.json,7
emreturgutce_stock-management_comparison.json,7
IBM_datastax-cassandra-clickstream_comparison.json,6
Scientific-Computing-Lab-NRCN_compar_comparison.json,7
aws-solutions_automated-security-response-on-aws_comparison.json,7
sugarlabs_musicblocks-v4-lib_comparison.json,7
leekoko_Java-Web_comparison.json,5
Crazy0416_KnowledgeGraph_comparison.json,7
terrenjpeterson_javawatch_comparison.json,8
hotshot07_distributed_systems_comparison.json,7
wso2_chef-apim_comparison.json,7
oracle-quickstart_oci-jenkins_comparison.json,7
sup2is_e-commerce-project_comparison.json,8
Software-Engineering-DHBW_bikeminer_comparison.json,8
KMuthumala_ESP32-BLE-Beaconing_comparison.json,7
RunnersHi_RunnersHi_Server_comparison.json,7
jsarcher_zilgraph_comparison.json,8
anjuchamantha_EMonitor_comparison.json,8
tarhses_esp-alarm-clock_comparison.json,7
dylanvanh_MunchOut_comparison.json,7
CMU-RERC-APT_tiramisu3-pr_comparison.json,6
ebu_PlugIt_comparison.json,7
ashavijit_Face-Find_comparison.json,8
cordon-thiago_airflow-spark_comparison.json,2
pagopa_pn-infra_comparison.json,7
IBM_IBM-Spectrum-Scale-Security-Posture_comparison.json,7
domingo1021_Bunny-code_comparison.json,7
fecgov_fec-eregs_comparison.json,6
codestates_BEB-05-LeeSea_comparison.json,6
lkravi_kube8aws_comparison.json,1
hyper-prog_hasses_comparison.json,7
aliyun_packagist-mirror_comparison.json,8
Neighbor-Army_help-with-covid_comparison.json,7
jquku_Matrix-Chatbot_comparison.json,8
matryx_MatryxPlatform_comparison.json,8
DevOps-Represent_devopsgirls-bootcamp-cn-2_comparison.json,6
inovex_scrumlr.io_comparison.json,7
IceFireDB_IceFireDB_comparison.json,7
today-real-estate_today-real-estate_front-end_comparison.json,6
kpantos_Azure-How-To_comparison.json,6
shawntabrizi_Ethereum-Twitter-Bounty_comparison.json,6
ruoccofabrizio_azure-open-ai-embeddings-qna_comparison.json,7
gpsnmeajp_VirtualMotionTracker_comparison.json,5
nasa_cFS_comparison.json,5
redbadger_crux_comparison.json,7
blockchain-signaling-system_bloss-core_comparison.json,7
microsoft_covid19-BackToWork_comparison.json,7
hrchlhck_k8s-bigdata_comparison.json,6
onlybakam_reinvent2022-vote-app_comparison.json,8
s-sokolko_smev3_adapter_service_comparison.json,8
eProsima_FIWARE-SH_comparison.json,5
23fa-cpsc490_canyough_comparison.json,7
libremfg_getting-started_comparison.json,7
blentle_hikarikeeper_comparison.json,8
Enterprise-CMCS_macpro-appian-connector_comparison.json,7
